Category,Specification,Main Category,Market,Region,Price,Date,Lat,Lon
String Beans,KG,Lowland Vegetables,Pritil Public Market,NCR - National Capital Region,85.0,05/07/2023,14.6177,120.9698
String Beans,KG,Lowland Vegetables,Commonwealth Market,NCR - National Capital Region,100.0,05/07/2023,14.6952,121.08645
Tomato,KG,Lowland Vegetables,Pritil Public Market,NCR - National Capital Region,90.0,05/07/2023,14.6177,120.9698
Brown Sugar,KG,Other,Pritil Public Market,NCR - National Capital Region,85.0,05/07/2023,14.6177,120.9698
Brown Sugar,KG,Other,Commonwealth Market,NCR - National Capital Region,78.0,05/07/2023,14.6952,121.08645
Coconut Cooking Oil (1L),KG,Other,Pritil Public Market,NCR - National Capital Region,85.0,05/07/2023,14.6177,120.9698
Cooking Oil (1L),KG,Other,Pritil Public Market,NCR - National Capital Region,75.0,05/07/2023,14.6177,120.9698
Cooking Oil (1L),KG,Other,Commonwealth Market,NCR - National Capital Region,65.0,05/07/2023,14.6952,121.08645
Refined Sugar,KG,Other,Pritil Public Market,NCR - National Capital Region,95.0,05/07/2023,14.6177,120.9698
Refined Sugar,KG,Other,Commonwealth Market,NCR - National Capital Region,88.0,05/07/2023,14.6952,121.08645
Washed Sugar,KG,Other,Pritil Public Market,NCR - National Capital Region,85.0,05/07/2023,14.6177,120.9698
Washed Sugar,KG,Other,Commonwealth Market,NCR - National Capital Region,82.0,05/07/2023,14.6952,121.08645
Premium (Local),KG,Rice,Pritil Public Market,NCR - National Capital Region,45.0,05/07/2023,14.6177,120.9698
Premium (Local),KG,Rice,Commonwealth Market,NCR - National Capital Region,48.0,05/07/2023,14.6952,121.08645
Special (Local),KG,Rice,Commonwealth Market,NCR - National Capital Region,58.0,05/07/2023,14.6952,121.08645
Special (Local),KG,Rice,Pritil Public Market,NCR - National Capital Region,50.0,05/07/2023,14.6177,120.9698
Well-milled (Imported),KG,Rice,Pritil Public Market,NCR - National Capital Region,41.0,05/07/2023,14.6177,120.9698
Well-milled (Local),KG,Rice,Commonwealth Market,NCR - National Capital Region,44.0,05/07/2023,14.6952,121.08645
Well-milled (Local),KG,Rice,Pritil Public Market,NCR - National Capital Region,41.0,05/07/2023,14.6177,120.9698
Chili,KG,Spices,Pritil Public Market,NCR - National Capital Region,90.0,05/07/2023,14.6177,120.9698
Garlic (Imported),KG,Spices,Pritil Public Market,NCR - National Capital Region,120.0,05/07/2023,14.6177,120.9698
Garlic (Imported),KG,Spices,Commonwealth Market,NCR - National Capital Region,140.0,05/07/2023,14.6952,121.08645
Ginger,KG,Spices,Pritil Public Market,NCR - National Capital Region,100.0,05/07/2023,14.6177,120.9698
Ginger,KG,Spices,Commonwealth Market,NCR - National Capital Region,100.0,05/07/2023,14.6952,121.08645
Red Onion,KG,Spices,Pritil Public Market,NCR - National Capital Region,160.0,05/07/2023,14.6177,120.9698
Red Onion,KG,Spices,Commonwealth Market,NCR - National Capital Region,160.0,05/07/2023,14.6952,121.08645
White Onion,KG,Spices,Pritil Public Market,NCR - National Capital Region,140.0,05/07/2023,14.6177,120.9698
Indian mackerel,KG,Fish,Kapatagan Public Market,Northern Mindanao (Region X),170.0,05/07/2023,7.8973,123.77058
Milkfish,KG,Fish,Kapatagan Public Market,Northern Mindanao (Region X),180.0,05/07/2023,7.8973,123.77058
Round Scad (Local),KG,Fish,Kapatagan Public Market,Northern Mindanao (Region X),190.0,05/07/2023,7.8973,123.77058
Tilapia,KG,Fish,Kapatagan Public Market,Northern Mindanao (Region X),180.0,05/07/2023,7.8973,123.77058
Banana (Lakatan),KG,Fruits,Kapatagan Public Market,Northern Mindanao (Region X),35.0,05/07/2023,7.8973,123.77058
Banana (Latundan),KG,Fruits,Kapatagan Public Market,Northern Mindanao (Region X),25.0,05/07/2023,7.8973,123.77058
Mango (Carabao),KG,Fruits,Kapatagan Public Market,Northern Mindanao (Region X),90.0,05/07/2023,7.8973,123.77058
Papaya,KG,Fruits,Kapatagan Public Market,Northern Mindanao (Region X),35.0,05/07/2023,7.8973,123.77058
Philippine Lime,KG,Fruits,Kapatagan Public Market,Northern Mindanao (Region X),50.0,05/07/2023,7.8973,123.77058
Baguio Beans,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),70.0,05/07/2023,7.8973,123.77058
Cabbage,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),80.0,05/07/2023,7.8973,123.77058
Carrot,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),160.0,05/07/2023,7.8973,123.77058
Chayote,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),15.0,05/07/2023,7.8973,123.77058
Napa Cabbage,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),70.0,05/07/2023,7.8973,123.77058
White Potato,KG,Highland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),150.0,05/07/2023,7.8973,123.77058
Beef Brisket,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),380.0,05/07/2023,7.8973,123.77058
Beef Rump,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),380.0,05/07/2023,7.8973,123.77058
Egg,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),7.0,05/07/2023,7.8973,123.77058
Pork Ham,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),300.0,05/07/2023,7.8973,123.77058
Pork Liempo,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),310.0,05/07/2023,7.8973,123.77058
Whole Chicken,KG,Livestock & Poultry Products,Kapatagan Public Market,Northern Mindanao (Region X),200.0,05/07/2023,7.8973,123.77058
Bittergourd,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),60.0,05/07/2023,7.8973,123.77058
Chinese Cabbage,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),70.0,05/07/2023,7.8973,123.77058
Eggplant,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),40.0,05/07/2023,7.8973,123.77058
Squash,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),15.0,05/07/2023,7.8973,123.77058
String Beans,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),25.0,05/07/2023,7.8973,123.77058
Tomato,KG,Lowland Vegetables,Kapatagan Public Market,Northern Mindanao (Region X),60.0,05/07/2023,7.8973,123.77058
Brown Sugar,KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),76.0,05/07/2023,7.8973,123.77058
Coconut Cooking Oil (1L),KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),90.0,05/07/2023,7.8973,123.77058
Coconut Cooking Oil (350mL),KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),27.0,05/07/2023,7.8973,123.77058
Cooking Oil (1L),KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),82.0,05/07/2023,7.8973,123.77058
Cooking Oil (350mL),KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),22.0,05/07/2023,7.8973,123.77058
Refined Sugar,KG,Other,Kapatagan Public Market,Northern Mindanao (Region X),90.0,05/07/2023,7.8973,123.77058
Premium (Imported),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),43.0,05/07/2023,7.8973,123.77058
Premium (Local),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),43.0,05/07/2023,7.8973,123.77058
Regular Milled (Local),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),40.0,05/07/2023,7.8973,123.77058
Special (Local),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),50.0,05/07/2023,7.8973,123.77058
Well-milled (Imported),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),42.0,05/07/2023,7.8973,123.77058
Well-milled (Local),KG,Rice,Kapatagan Public Market,Northern Mindanao (Region X),42.0,05/07/2023,7.8973,123.77058
Chili,KG,Spices,Kapatagan Public Market,Northern Mindanao (Region X),200.0,05/07/2023,7.8973,123.77058
Garlic (Imported),KG,Spices,Kapatagan Public Market,Northern Mindanao (Region X),180.0,05/07/2023,7.8973,123.77058
Ginger,KG,Spices,Kapatagan Public Market,Northern Mindanao (Region X),100.0,05/07/2023,7.8973,123.77058
Red Onion,KG,Spices,Kapatagan Public Market,Northern Mindanao (Region X),220.0,05/07/2023,7.8973,123.77058
Milkfish,KG,Fish,General Santos Public Market,SOCCSKSARGEN (Region XII),190.0,05/07/2023,6.1079,125.17878
Milkfish,KG,Fish,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),200.0,05/07/2023,6.3358,124.77408
Milkfish,KG,Fish,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),200.0,05/07/2023,5.97,125.28546
Milkfish,KG,Fish,Koronadal City Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,6.5019,124.84444
Round Scad (Local),KG,Fish,General Santos Public Market,SOCCSKSARGEN (Region XII),140.0,05/07/2023,6.1079,125.17878
Tilapia,KG,Fish,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),170.0,05/07/2023,5.97,125.28546
Tilapia,KG,Fish,Koronadal City Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,6.5019,124.84444
Tilapia,KG,Fish,General Santos Public Market,SOCCSKSARGEN (Region XII),150.0,05/07/2023,6.1079,125.17878
Tilapia,KG,Fish,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,6.3358,124.77408
Banana (Lakatan),KG,Fruits,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.3358,124.77408
Banana (Lakatan),KG,Fruits,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,5.97,125.28546
Banana (Lakatan),KG,Fruits,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Banana (Lakatan),KG,Fruits,General Santos Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.1079,125.17878
Banana (Latundan),KG,Fruits,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),25.0,05/07/2023,6.3358,124.77408
Banana (Latundan),KG,Fruits,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),35.0,05/07/2023,5.97,125.28546
Banana (Latundan),KG,Fruits,General Santos Public Market,SOCCSKSARGEN (Region XII),30.0,05/07/2023,6.1079,125.17878
Banana (Latundan),KG,Fruits,Koronadal City Public Market,SOCCSKSARGEN (Region XII),25.0,05/07/2023,6.5019,124.84444
Mango (Carabao),KG,Fruits,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,6.3358,124.77408
Mango (Carabao),KG,Fruits,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
Mango (Carabao),KG,Fruits,Koronadal City Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,6.5019,124.84444
Mango (Carabao),KG,Fruits,General Santos Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,6.1079,125.17878
Papaya,KG,Fruits,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,6.3358,124.77408
Papaya,KG,Fruits,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,5.97,125.28546
Papaya,KG,Fruits,Koronadal City Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,6.5019,124.84444
Papaya,KG,Fruits,General Santos Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,6.1079,125.17878
Philippine Lime,KG,Fruits,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.3358,124.77408
Philippine Lime,KG,Fruits,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,5.97,125.28546
Philippine Lime,KG,Fruits,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Philippine Lime,KG,Fruits,General Santos Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.1079,125.17878
Baguio Beans,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.1079,125.17878
Baguio Beans,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.5019,124.84444
Baguio Beans,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
Baguio Beans,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.3358,124.77408
Cabbage,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),45.0,05/07/2023,6.3358,124.77408
Cabbage,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,5.97,125.28546
Cabbage,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),45.0,05/07/2023,6.5019,124.84444
Cabbage,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.1079,125.17878
Carrot,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),120.0,05/07/2023,5.97,125.28546
Carrot,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),120.0,05/07/2023,6.5019,124.84444
Carrot,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),120.0,05/07/2023,6.1079,125.17878
Carrot,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),120.0,05/07/2023,6.3358,124.77408
Chayote,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,6.3358,124.77408
Chayote,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),30.0,05/07/2023,5.97,125.28546
Chayote,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),15.0,05/07/2023,6.5019,124.84444
Chayote,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),20.0,05/07/2023,6.1079,125.17878
Napa Cabbage,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.3358,124.77408
Napa Cabbage,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Napa Cabbage,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.1079,125.17878
Napa Cabbage,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
White Potato,KG,Highland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),90.0,05/07/2023,6.3358,124.77408
White Potato,KG,Highland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,5.97,125.28546
White Potato,KG,Highland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,6.5019,124.84444
White Potato,KG,Highland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),120.0,05/07/2023,6.1079,125.17878
Beef Brisket,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),320.0,05/07/2023,6.1079,125.17878
Beef Brisket,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),300.0,05/07/2023,6.5019,124.84444
Beef Brisket,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),300.0,05/07/2023,6.3358,124.77408
Beef Brisket,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),300.0,05/07/2023,5.97,125.28546
Beef Rump,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),340.0,05/07/2023,6.3358,124.77408
Beef Rump,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),390.0,05/07/2023,5.97,125.28546
Beef Rump,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),330.0,05/07/2023,6.5019,124.84444
Beef Rump,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),380.0,05/07/2023,6.1079,125.17878
Egg,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,6.3358,124.77408
Egg,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),170.0,05/07/2023,6.5019,124.84444
Egg,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),185.0,05/07/2023,6.1079,125.17878
Egg,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,5.97,125.28546
Pork Ham,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),270.0,05/07/2023,6.3358,124.77408
Pork Ham,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),360.0,05/07/2023,5.97,125.28546
Pork Ham,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),330.0,05/07/2023,6.1079,125.17878
Pork Ham,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),300.0,05/07/2023,6.5019,124.84444
Pork Liempo,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),370.0,05/07/2023,5.97,125.28546
Pork Liempo,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),320.0,05/07/2023,6.5019,124.84444
Pork Liempo,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),350.0,05/07/2023,6.1079,125.17878
Pork Liempo,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),280.0,05/07/2023,6.3358,124.77408
Whole Chicken,KG,Livestock & Poultry Products,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,6.3358,124.77408
Whole Chicken,KG,Livestock & Poultry Products,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),175.0,05/07/2023,5.97,125.28546
Whole Chicken,KG,Livestock & Poultry Products,General Santos Public Market,SOCCSKSARGEN (Region XII),175.0,05/07/2023,6.1079,125.17878
Whole Chicken,KG,Livestock & Poultry Products,Koronadal City Public Market,SOCCSKSARGEN (Region XII),180.0,05/07/2023,6.5019,124.84444
Bittergourd,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,5.97,125.28546
Bittergourd,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Bittergourd,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.1079,125.17878
Bittergourd,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.3358,124.77408
Chinese Cabbage,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,6.3358,124.77408
Chinese Cabbage,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,5.97,125.28546
Chinese Cabbage,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Chinese Cabbage,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.1079,125.17878
Eggplant,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),30.0,05/07/2023,6.3358,124.77408
Eggplant,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),50.0,05/07/2023,5.97,125.28546
Eggplant,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.1079,125.17878
Eggplant,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),25.0,05/07/2023,6.5019,124.84444
Squash,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),10.0,05/07/2023,6.5019,124.84444
Squash,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),15.0,05/07/2023,6.1079,125.17878
Squash,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),10.0,05/07/2023,6.3358,124.77408
Squash,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),15.0,05/07/2023,5.97,125.28546
String Beans,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.3358,124.77408
String Beans,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.5019,124.84444
String Beans,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,6.1079,125.17878
String Beans,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),60.0,05/07/2023,5.97,125.28546
Tomato,KG,Lowland Vegetables,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.3358,124.77408
Tomato,KG,Lowland Vegetables,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,5.97,125.28546
Tomato,KG,Lowland Vegetables,Koronadal City Public Market,SOCCSKSARGEN (Region XII),30.0,05/07/2023,6.5019,124.84444
Tomato,KG,Lowland Vegetables,General Santos Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.1079,125.17878
Brown Sugar,KG,Other,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),75.0,05/07/2023,6.3358,124.77408
Brown Sugar,KG,Other,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
Brown Sugar,KG,Other,Koronadal City Public Market,SOCCSKSARGEN (Region XII),74.0,05/07/2023,6.5019,124.84444
Brown Sugar,KG,Other,General Santos Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,6.1079,125.17878
Coconut Cooking Oil (1L),KG,Other,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,5.97,125.28546
Coconut Cooking Oil (1L),KG,Other,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),75.0,05/07/2023,6.3358,124.77408
Coconut Cooking Oil (1L),KG,Other,Koronadal City Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.5019,124.84444
Coconut Cooking Oil (1L),KG,Other,General Santos Public Market,SOCCSKSARGEN (Region XII),95.0,05/07/2023,6.1079,125.17878
Cooking Oil (1L),KG,Other,General Santos Public Market,SOCCSKSARGEN (Region XII),75.0,05/07/2023,6.1079,125.17878
Cooking Oil (1L),KG,Other,Koronadal City Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.5019,124.84444
Cooking Oil (1L),KG,Other,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),70.0,05/07/2023,6.3358,124.77408
Cooking Oil (1L),KG,Other,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
Refined Sugar,KG,Other,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),90.0,05/07/2023,6.3358,124.77408
Refined Sugar,KG,Other,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,5.97,125.28546
Refined Sugar,KG,Other,Koronadal City Public Market,SOCCSKSARGEN (Region XII),90.0,05/07/2023,6.5019,124.84444
Refined Sugar,KG,Other,General Santos Public Market,SOCCSKSARGEN (Region XII),95.0,05/07/2023,6.1079,125.17878
Washed Sugar,KG,Other,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),75.0,05/07/2023,6.3358,124.77408
Washed Sugar,KG,Other,General Santos Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,6.1079,125.17878
Washed Sugar,KG,Other,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),80.0,05/07/2023,5.97,125.28546
Washed Sugar,KG,Other,Koronadal City Public Market,SOCCSKSARGEN (Region XII),74.0,05/07/2023,6.5019,124.84444
Premium (Local),KG,Rice,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),42.0,05/07/2023,6.3358,124.77408
Premium (Local),KG,Rice,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),42.0,05/07/2023,5.97,125.28546
Premium (Local),KG,Rice,Koronadal City Public Market,SOCCSKSARGEN (Region XII),43.0,05/07/2023,6.5019,124.84444
Premium (Local),KG,Rice,General Santos Public Market,SOCCSKSARGEN (Region XII),42.0,05/07/2023,6.1079,125.17878
Regular Milled (Local),KG,Rice,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),39.0,05/07/2023,6.3358,124.77408
Regular Milled (Local),KG,Rice,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),39.0,05/07/2023,5.97,125.28546
Regular Milled (Local),KG,Rice,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Regular Milled (Local),KG,Rice,General Santos Public Market,SOCCSKSARGEN (Region XII),39.0,05/07/2023,6.1079,125.17878
Special (Imported),KG,Rice,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),45.0,05/07/2023,6.3358,124.77408
Special (Imported),KG,Rice,Koronadal City Public Market,SOCCSKSARGEN (Region XII),45.0,05/07/2023,6.5019,124.84444
Special (Local),KG,Rice,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),43.0,05/07/2023,6.3358,124.77408
Special (Local),KG,Rice,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),43.0,05/07/2023,5.97,125.28546
Special (Local),KG,Rice,Koronadal City Public Market,SOCCSKSARGEN (Region XII),43.0,05/07/2023,6.5019,124.84444
Special (Local),KG,Rice,General Santos Public Market,SOCCSKSARGEN (Region XII),43.0,05/07/2023,6.1079,125.17878
Well-milled (Local),KG,Rice,General Santos Public Market,SOCCSKSARGEN (Region XII),41.0,05/07/2023,6.1079,125.17878
Well-milled (Local),KG,Rice,Koronadal City Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.5019,124.84444
Well-milled (Local),KG,Rice,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),40.0,05/07/2023,6.3358,124.77408
Well-milled (Local),KG,Rice,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),41.0,05/07/2023,5.97,125.28546
Chili,KG,Spices,Koronadal City Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,6.5019,124.84444
Chili,KG,Spices,General Santos Public Market,SOCCSKSARGEN (Region XII),150.0,05/07/2023,6.1079,125.17878
Chili,KG,Spices,Municiipality Of Malapatan Public Market,SOCCSKSARGEN (Region XII),150.0,05/07/2023,5.97,125.28546
Chili,KG,Spices,Municipality Of Surallah Public Market,SOCCSKSARGEN (Region XII),100.0,05/07/2023,6.3358,124.77408
